,content,date,name
90,"특이한 사례라고 교수님이 직접 말씀하셨고 글쓰는 재주가 없어서 다른 사람에게 도움이 될지 모르겠지만 혹시 저희와 같은 증상의 환우가 있으면 도움이 될까하여 글 적어봅니다. 오늘 진료하러 갔고 교수님 말씀으로는 학회에 보고 될 정도로 특이한 경우라고 하셨어요.1. 발병 : 집사람이 7.19. 직장에서 근무하다 어지럼증을 호소하며 쓰러져 119로 동네 2차 종합병원인 ㅇㅈㅂㅅㅁ병원에 실려갔습니다. 처음엔 장염이라고 했으나 3일후 뇌경색 판정받았으며 이후 뇌경색 발병원인을 찾기위해 각종 검사를 받았습니다. 이미 발병한 뇌경색에 대해서는 병원에서 약처방 외 더이상 할 수 있는게 없다고 했어요.2. 2차 병원 진단 : 집사람이 쓰러지기 전에 목과 어깨에 통증을 느낀 적이 많았는데 여러가지 검사를 하면서 5~6번 경추 디스크(추간판 탈출증)가 발견되었으며 파열된 디스크가 왼쪽 추골동맥을 눌러 뇌경색이 발생했을 수 있다는 얘기를 들었습니다. 해당 병원의 신경외과 교수는 저를 따로 부르더니 굉장히 어려운 수술이라 우리나라에서 해본 사람이 별로 없을꺼라고 했서 무척 충격을 받았습니다. 하지만 2차 병원에서 그냥 겁주려고 한 말이라고 생각했고 어째든 집사람의 뇌경색 증상(어지러움증)이 호전되고 이 병원에서 수술 받을 생각이 없었기 때문에 입원 2주후 퇴원했습니다.3. 상급병원 외래진료(진행중) : 퇴원후부터 잘한다는 상급병원을 찾아다니기 시작했습니다. 경추가 원인이긴 하지만 확실치도 않고 뇌경색으로 입원한지라 일단 뇌경색 잘보시는 교수님을 찾아다니기 시작했어요.○ ㅅㅇㅅㅁ병원 : 뇌쪽 명의이신 ㅅㅇㅅ교수님을 찾아갔더니 경추쪽 ㄹㄱㅅ교수님을 협진 걸어줬습니다. ㅅㅇㅅ 교수님은 '터진 디스크가 추골동맥을 누를 가능성은 거의 없다. 나는 뇌를 보는 교수이기 때문에 정확한 답변은 ㄹㄱㅅ 교수 협진을 걸어줄테니 진료를 봐라' 라고 말씀하셨으나, 이후 진료본 ㄹㄱㅅ교수는 100만원에 가까운 경추쪽 MRI(이미 2차병원에서 찍음)를 다시 찍자고 하더니 '애매하다' 란 말만 하고 뭐가 애매한지에 대한 설명없이 진료가 종료되었습니다.○ ㅅㅇㅇㅅ병원 : 역시 뇌쪽 명의이신 ㅇㄷㅎ교수님(영상의학과)을 찾아갔더니 경추의 디스크 파열이 뇌경색을 일으켰을 가능성이 많다며 경추쪽 ㅇㄷㅎ교수님 협진을 걸어주셨어요. ㅇㄷㅎ 교수님 역시 자료를 공유했는지 같은 말씀을 하셨고 수술이 필요하니 날짜를 잡으라고 해서 내년 4월로 수술 날짜를 잡았습니다. 하지만 굉장히 어려운 수술이며 수술하는 도중에 추가 뇌경색이 올 수 있다고 하셨고 더 자세한 설명은 없었습니다.4. 오늘본 ㅂㄷㅊ병원 ㅇㄷㅎ 교수님 진료 : 뇌경색쪽 진료를 보면 계속 경추쪽 협진을 보는 상황이 지속되어 이번엔 아예 경추쪽 명의이신 교수님을 직접 예약했습니다. 결과적으로 오늘 방문으로 이 수술이 왜 어려운 수술인지 알게 되었고 방문전 위험이 있어도 수술을 해야겠다고 생각했던 부분을 다시 생각하게 되었습니다.이번주 월요일에 첫 방문 했었는데 진료의뢰서랑 영상을 보시더니 unusally 란 표현을 쓰시면서 영상의학과 쪽과 의논해 보고 말해줘야 한다고 말씀하셔서 오늘 다시 방문했습니다. 오늘 방문하니 경추쪽 모형을 앞에 갔다 놓으셨더라구요.",2023.09.07. 16:40,현이유니
104,- 본인이 병원에서 진료를 본 후기나 치료 후기를 회원들에게 알려주세요.- 병원과 의사명은 카페 회칙에 따라 초성으로 작성해 주시기 바랍니다.https://cafe.naver.com/peopledisc/671988,2023.09.06. 18:11,두칸
119,"어머니 허리 통증때문에 카페에 가입을 하였고 이런저런 글을 보고 집에서 가까운 ㄱㅎㅇㄹㅇ에 예약을 했습니다.어머니께서 2년전에 다른 곳에서 찍으신 사진을 보면서 작은 병원에서 한 것 치고는 수술 잘 됐다, 그런데 20여년 전에 한 수술이니 옛날 스타일로 했다. 그러고나서 세달전에 큰 수술 받으셨네요. (같은 병원에서 암 수술 받으심) 최근에 찍은 사진이 없어서 그때 수술 때문에 찍어둔 사진을 보니 옛날에 수술한 부위 때문이 아닌 그 윗 부분에서 통증이 있는거 같다고 하더라구요. 오케이, 진단을 그렇게 내렸으면 이제 치료 방향이라던지 뭔가 정해줘야 할거 아닌가요? 그런데 저희 어머니보고 정하래요. ㅋㅋㅋㅋㅋㅋ 아파서 온 환자한테 약을 먹을지 물리치료를 할 지 예전에 했던 수술을 할지를... 그래서 제가 그럼 통증의 정도에 따라서 선택하는거냐고 물었더니 그렇죠. 본인 통증은 본인이 알지 제가 모르잖아요. 이렇게 말하더라구요. 그래서 저희 어머니께서 허리가 많이 아픈데 어떻게 해야하냐 말씀하셨더니 왜 같은 말 자꾸 반복하게 하냐고 본인이 결정하라는거에요. 하아... 노인분이 잘 알아듣게 설명을 하는것도 아니고 제가 옆에서 해석해서 말씀을 드려야 했구요 말투에 짜증이 묻어있고 허리 아파서 오신 분한테 걸어보라던지 숙여보라던지 언제 가장 아프냐 앉아 있을 때냐 서있을때냐 그런거 일절 안 물어보고요 노인분께 차근차근 허리 아픈 정도가 1-10 기준으로 어느정도냐 등등 세심하게 물어봐줄수 있는거잖아요? 본인이 그동안 봐온 환자들에 비해 저희 어머니 증상이 심각해보이지 않다고 칩시다. 비록 본인이 보기에 별거 아닌것처럼 보이더라도 노인분이 대학병원까지 갈때는 많이 아프고 동네병원 여기저기 다녀본 후 답답하니까 찾아가는건데 어찌나 말투가 재수가 없던지요. 그래서 일단 약을 먹어보자고 했는데 저희 어머니 암수술 이력이 있어서 약을 어떻게 줘야할지 모르겠다고. 챠트에 써있는 내용은 자기가 모르는 내용이라고 하는거에요. 아니, 의사인 본인도 모르는걸 저희는 알겠냐구요. 그러면서 암은 맞냐고 완치된거냐고 하길래 제가 악성종양 맞고 산정특례도 등록되어있고 암이라는게 수술 후 3갤 밖에 안됐는데 바로 완치라고 안 하지 않냐. 계속 추적관찰해야 할 거 같다고 말했어요. 그러자 이쪽 약이 좀 쎈데 어떻게 약을 줘야할지 모르겠다고 일단 약한 단계를 줄테니 먹어보고 안 들으면 단계를 높이자. 그리고 담에 암 진료 가면 그 쌤한테 약 어떻게 먹어야 하는지 물어보고 오라는거에요. 알았다고 하고 나왔는데 나오면서 저 사람은 이제 만날 일이 없겠다 싶었어요. 그분이 이 분야에서 얼마나 명의인지는 모르겠지만 적어도 환자를 대하는 태도에 있어서만큼은 환자에 대한 존중은 없다는건 확실히 깨닫고 왔습니다.진료실에 들어가면서 인사를 했는데 (저와 80대이신 저희 어머니 둘 다) 씹더라구요.못 들었나 했는데 나올때도 감사하다고 인사 했는데 역시나 씹더라구요.첨에 인사 씹혔을 때 느낌이 쎄했는데 역시나 첫 인상이 틀리지 않았더라구요...",2023.09.06. 17:15,뭉보
135,제가 xx시의 어떤 병원을 다니는데처음 내원했을때부터 계속 시술을 권유하는데 처음에는 아 심각하나 보구나 했습니다보존치료를 하겠다고 하니 알겠다고 하고 주사도 몇번 맞고 했는데병원 내원할때마다 계속 시술 이야기를 합니다.오늘도 병원에 갔다왔는데 통증이 전보다는 조금 괜찮아졌다고 했는데뜬금없이 시술이야기를 합니다.더 아파진것도 아니고 전보다 괜찮아 졌다고 했는데도 시술이야기 하네요보존치료를 계속 해보겠다고 말했는데 말이죠..저번에는 진짜 뜬금없이 시술은 오늘 받을거냐 내일 받을꺼냐 물어보더라구요그 원장선생님도 경력이 꽤 있으신것같은데 제가 말을 안듣는걸까요계속 권유하는데 제가 잘못 생각한걸까요?,2023.09.06. 16:36,봄날의햇살같아
152,"저도 진료 후기 보고 도움받은 것들이 있어기억나는대로 적어보겠습니다.L4-5번 탈출로 오른쪽 엉치~발등까지 통증, 종아리~발등 저림증상 있음.ㄱㅎㅇㄹㅇ ㅇㅈㅎ 교수 -6월부터 2주간격으로 신경차단술, 진료 전날까지 3박4일 입원해서 신경차단술을 매일 진행한 이력 말씀 드리니 (스테로이드 2회, 플라센텍스 1회) 일단 블락 했으니까 2주뒤에 보자고함. 우선 블락은 더이상 하지 말고 기다리자고 함.(단기간에 많이 맞았음. 스테로이드 사용 주의)그때 통증이 지금과 비교해서 나빠지면 한번 더 본원에서 주사를 맞아볼 수 있고 아니면 수술 진행 할 수 있다고함.6월부터 방사통 등 증상 있었으나 더 심해진 건 8월 초라고 하니 수술 할지 말지 지켜보는건 8월 기준으로 최소 3달 하는게 좋다고 함수술한다면 내시경으로 가능, 일은 최소 1달 뒤부터 가능(허리 안쓰는 일)가장 중요한건 내 통증이 잡히는지를 확인하는것.아직 젊어서 지금 수술하면 퇴행이 빨리와 협착이 3-40대에 올 수 있음수술을 좀 늦게 한다고 신경이 못돌아오거나 그런건 아님. 결론은 본인의 선택이라고 함. 그래서 2주 뒤로 외래 잡고 옴.ㅇㅈㅎ 교수님은 눈 마주치면서 친절하게 궁금한 점에 대해 설명을 다 해주셨습니다. 약 10분간 진료를 봐주셨습니다. 대병 3분컷이라 해서 걱정했는데 설명을 잘 해주셔서 감사했습니다.ㅅㅇㄷㅂㅇ ㄱㅊㅎ 교수 - 증상 물어보더니 수술 가능하다고 함. 수술 후 퇴행 빨라지는 것에 대해 고민이라하니 현재 일상생활이 안되는데 후를 생각하는건 아닌 것 같다고 함. 그리고 양쪽 발꿈치만 딛고 발 들어보고 힘 줘보라고 한 다음에 발등을 눌러보심. 지금은 발에 힘빠지는 느낌이 없어서 별 차이가 없었는지 이에 대한 얘기는 안하심. 수술하게 되면 내시경으로 진행 한다고 함. 수술 딜레이 됐을 때 신경 돌아오는게 늦어지는지에 대한 질문에 상관 없다고 함. 수술 후에도 세마디(L 3-4,4-5, L5-S1)가 안좋아서 통증이 완전 회복은 어렵지만 지금보다 절반 이상은 줄어들 수 있다. 초진 기록지에 작성 하는 내용 보니까 5프로 정도 마비, 만성 통증이 생길 수 있다는 내용 작성함. 말로는 안함.본인 수술이 많이 밀려있어 원하면 본원 다른 의사에게 부탁할 수 있고, 아니면 척추 전문 병원 가도 된다고함. 우선 수술 하겠다고 함. 다른 의료진한테 감. 수술 날짜를 딱 정해주는게 아니고 수술 일주일 전에 전화주면 그게 수술 날짜라고함. 예상은 12월이고 빨라져봤자 11월 일 것 같다고함. 수술 전 검사(혈액,엑스레이,심전도)는 오늘 하고 가라고함. 수술 일정이 언젠지 몰라 수술 일주일 전 연락오면 하겠다니까 미리 결과가 나와있어야해서 그건 안된다고 함. 수술 하기 최소 한달 전엔 결과 나와야 한다고 함. (엑스레이,심전도는 찍자마자 확인 할 수 있는거고 피검사도 수술 전 검사는 간단한 기본 검사라 몇시간 이내로 나올텐데 이해가 안갔음..)아직 수술 할 병원을 결정하지 못해서 빠르면 11월이 될 수 있다고 해서 10월 초로 수술 전 검사 예약,입원 예약만 하고 옴.ㄱㅊㅎ 교수님은 진료 후기에서도 따뜻한 느낌은 없다고 해서 예상은 하고 갔는데 눈 마주치고 얘기하기보단 기록 작성하는거에 바쁘시지만 묻는 내용에는 다 답변 해주셨어요. 그런데 음 그냥 뭐랄까 대병 교수님 답다는 느낌이 들었어요.약 5분정도 진료 봤습니다.아직 ㅅㅂㄹㅅ 진료가 남아있어 수술 할지말지 고민이지만 워낙에 수술 권유 안하는 교수님들이라고 들었는데 수술 케이스라는 말을 들으니 보존 한다고 고생할 필요가 있나 싶네요..도움될지 모르겠지만 우선 진료 후기 올려봅니다",2023.09.06. 16:02,lIllllI
170,평소에도 허리가 안좋긴했어요20대때도 이번처럼 엄청 아팠던적도 있었는데이번에 아프고나서 정보를 알게되고 생각해보니 그때도 디스크가 많이 안좋았는데 젊고 그래서 흡수되었던거같아요가끔 허리가 아프면 약먹거나 물리치료 한두번 받으면 괜찮아지고 그랬는데이번에는 좀 길게 한달정도 살살 아팠어요그러다가 어느날 저녁에 허리에 좋다는 스트레칭을 했는데그후부터 갑자기 많이 아프더라구요(나중에 알고보니 ㅈㅅㄱ교수님이 하지말라는 동작이었어요..)다음날되니 더 아파서 로컬 종합병원 통증의학과가서 스테로이드주사를 맞았어요근데 효과가 1도 없더라구요울트라셋을 처방받았는데 먹어도 조금도 나아지지 않았어요다음날 정확히 진단받아보려고 의정부 ㅊㅂㅇ을 갔는데mri를 찍어보자고 했고 보더니 바로 수술밖에 없다고 하더라구요,2023.09.05. 15:51,사랑봄
189,내가 예약해 놓은 병원의 의사 진료후기가 올라올때 마다 많은 참고가 되어서 저도 한번 올려보려합니다원래 예약일이 내년이었으나 계속 전화 문의드려서 3번정도를 앞당겨 9월에 진료를 보게되었습니다 오후 예약이었는데 진료가 많이 지연되서 약을 타러갔을때는 2시간이 지난 퇴근시간정도였습니다 지방에서 가다보니 집가는대중교통 시간도 잘 정해야 할거 같네요#처음오셨네요 (5월에 ㅅㅂㄹㅅ처음 진료는ㅁㅂㅈ교수님 이었는데별설명도 없이 수술은 환자본인 선택이라는 말씀만하시고 현미경수술만 하신다해서 ㅂㅈㅇ교수님으로 다시 예약했었습니다)#제일 아픈곳이 어디예요?#약먹고 효과가 있었나요?#걷기는 얼마정도 가능한가요?#무슨일 하고있나요?#무거운 물건 많이 드는편인가요?#언제부터 증상이 있었나요?그리고는 MRI사진을 보고 저의 상태를 자세히 설명해주시고 수술할시 감압과 유합할 때의 장단점등을 설명해주셨습니다제가 지금까지 해온 치료방법등을 말씀드리고나니 수술 하기로 결정하고 내년 2월로 날짜를잡고 왔습니다 감압수술로만 끝내길 바랬는데전방전위 협착증이라서 어쩔수 없이 기회가 기회인지라 교수님 의견도 그렇쿠 4~5번 최소침습유합술+나사못고정술을 하기로했습니다8분여 정도의 진료시간이었는데 지금까지 의사분중에 제일 설명이 자세한 분이셨습니다같이 간 딸이 처음보는 MRI 사진인데도 이해가 쏙쏙 들어온다고 하더군요다른분들은 수술날짜를 잡으면 심란하다고하는데 저는 통증으로 5~6년이 지나고 나니차라리 지금 나이라도 수술 후 재활 치료와 운동 더 열심히 하는게 나을거 같다는 판단이들었습니다자세한 후기는 아니지만 조금이라도 환우분들에게 도움될까 적어보았습니다,2023.09.05. 11:42,kimwan2
209,"맑은 하늘에 벼락같은 척수종양 소식에 정말이지 큰 위안이 되고 배움이 되었던 까페에 수술 후기를 미안한 마음을 담아 올립니다-환자 이력 : 만 22세 남자-발병 부위 : 흉추 4,5번-수술전 증상 : 무증상--->허리디스크 치료를 위해 MRI를 찍었다가 우연히 종양 발견-진단 병원 및 선생님---> ㅅㅅ ㅅㅇ ㅂㅇ (ㄱㅇㅅ 교수님) : 수술 필요/ 위험요인이 큼/ 조금 더 지켜보기 (3개월 후 MRI예약)---> ㅅㅇㄷ ㅎㄱ ㅂㅇ (ㅈㅊㄱ 교수님): 당장 수술 날짜 잡아야 / 골화현상도 보임(배뇨장애와 하반신 마비에 관해 엄청 겁을 주심)---> ㅅㅊㅅㅂㄹㅅ ㅂㅇ (ㄱㄱㄴ 교수님): 종양이 이미 척수를 누르고 있음/ 수술 권장---> ㄱㄴㅅㅂㄹㅅ ㅂㅇ (ㅈㅎㅈ 교수님): (너무나 친절) 수술은 피할 수 없는 상태라심---> ㅅㅇㅇㅅ ㅂㅇ(ㅂㅈㅎ 교수님):(눈길 한 번 안주시고) 수술을 원하면 날짜 잡고 가라심-수술 : 가장 빨리 진료가 잡힌 ㅅㅇㄷㅎㄱ ㅂㅇ의 ㅈㅊㄱ 교수님께 진단 받고 20일만에 수술 받음.-3박 4일 입원 후기* 소문대로, 수술실에서 돌아오자마자 바로 침상을 옮기더니 일어나라 하시고 복도를 걷게 함.* 걷느라 힘들었지만, 걸어서 빨리 회복된다는 느낌이 듦.* 하루는 6인실, 2일은 1인실에서 회복함 (2인실이 없어서요...돈은 들었지만 아주 잘한 듯요)* 입원중 심하다 싶을 만큼 < 걷고 + 공불고 + 물마시고 > 를 하시길요* 퇴원하는 날 쯤 되면 지하철을 타고 집으로 돌아갈 수 있는 상태가 됨* 수술 후 두통, 발열이 심해서 해열주사를 계속 맞음* 가슴쪽 따끔거리는 통증, 허벅지 무감각, 아랫 등부분 불편함 등 수술 전 없던 증상이 생겨서 엄청 걱정함---->수술 과정에서 감각을 관장하는 신경을 건드리게 되서 그런거라 설명해주심.수술 후 4개월이 지난 현재 거의 이런 불편이 사라짐 (등쪽 따끔거림이 가끔 있는 정도)-퇴원 후 생활* 잘 먹고, 엄청 많이 걸었어요.-주의사항* 젊은 남자에 수막종이라 재발 가능성이 매우 높은 케이스이므로 추적관찰 잘하기* 축구나 농구 등 타인과 운동하며 부딪힐 수 있는 상황 만들지 않기(수술 후 가시돌기 뼈 2개가 사라졌답니다. 사는데 지장은 없다지만......축구와 풋살을 사랑하는 울 아들 약간 상심했지만, 두 다리로 잘 걸으며 일상생활 할 수 있어서 감사하고 있어요)* 운동 열심히 하기- 그외수술 전 정확한 병명이 뭔지 너무 궁금했지만, 명확한 답을 못들었었어요. 그건 수술 후 조직검사 결과가 나와야만 알 수 있기에 그렇다시더라구요.저와 같이 상심 겪고 계실 모든 분들 화이팅하시기 바랍니다",2023.09.04. 14:41,하늘딸기
230,진료의뢰서 발급차 (서울ㅇㅅ병원 예약)지난달에 내원했던 로컬 신경과에재내원을 했습니다mra에서r/o Lt PCA stenosis 소견이 나왔어요..어느 부위냐고 물으니 후대뇌동맥이라고 하네요..검색해보니 협착 증상으로 어지러움도 있더라구요..간간히 양쪽으로 팔저림이있는데 이게 목디 방사통인지아닌지도 헷갈려요..목디 방사통은 한쪽만 저려왔는데양쪽이 다 저리기도 하더라구요..ㅂㄷㅅㅇㄷ도 추가로 예약해놨습니다..,2023.09.04. 11:15,에버가든
252,ㅇㅊㄴㅎㅇㅅㅈㅎㅇㄱ 앞전에 이병원으로 옮긴후 진료 받은 후기 남겼고 그동안 일주일에 2번 물리치료 받고 오늘 재 진료를 받았습니다. 약 먹고 물리치료 후 상태체크 약 때문인지 통증도 없고 앞전 병원처럼 도수치료 체외 충격파 치료 없이도 잘 보냈습니다. 2주치 약 처방 더 받았고 물리치료도 본인이 필요 할때만 받으라 하시고 어쩌다 먹던 약 놓치는 경우 내 몸이 통증을 어느정도 느끼는지 체크하고 통증 없음 약을 줄이던지 끊던지 하면서 생활 하면 된다고 하시네요. 너무 편하게 이야기 해주시니 맘이 편해요 . 이 정도로만 유지하며 생활 할수 있음 좋겠어요.,2023.09.04. 10:34,희야2001
275,안녕하세요3월에 디스크 방사통으로 극심한 통증을 호소하다Mri 촬영하고 디스크 터진게 심해서 mri의료보험 적용받고무척이나 우울했던 환우입니다초기엔 수술할 생각 당연히 없었고요척추의신님 유튜브 동영상 보며 정신교육받고척추위생과 누운신전 동작으로 몇달 힘겹게 버티며지냈어요그러다 3월 말에 ㅅㅅㅅㅇㅂㅇ ㄱㅇㅅ 교수님 진료봤어요운좋게 취소자리가 나서 진료봤구그당시 발목힘이 많이 빠져있었지만 걸어봐라 발가락 당겨봐라이런 동작 체크하고는 수술안해도 된다고 하셨어요약 한달치 처방해주셨고 제가 루푸스로 ㅎㅇㄷ병원을 다니고있어서 한달뒤 통증 심하면 ㅎㅇㄷ병원에서 진료를 보라고해서그냥 돌아왔고 ㅎㅇㄷ 재활의학과에서 꼬리뼈에 주사 두번맞고방사통은 없어져서 척추위생하며 생활했어요발바닥에 먹먹한 빈대떡붙은것같은 느낌도 많이 돌아오고아 좋아지고있구나~|| 느끼다 주사약발이 떨어지면 또 몸이 오른쪽으로 기울고 그자세로 힘겹게 걷다 ㅠㅠ 20발자국 이렇게 걸으면 아파서 길에서서 무릎을 누루거나 잠깐 앉아서 쉬어야 또 걸을 수있는 상황 ㅠㅠ 그렇게 시간 쭉 보내다 통증의학과에샤 스태로이드 주사 한번 맞고 ㅎㅇㄷ 신경외과 ㅈㅎㅈ교수님 진료도 봫어요신경압박이 심해서 이건 수술해야된다고 하셔서 무서웠고 ㅠ수술방법이랑 이런거 정말 자세하게 설명해주셔서 혹시나 나중에 수술하게돠면 이 교수님께 해야겧다!! 싶을정도였어요회사근처 정형외과에서 주사 두번 맞았늨데 여긴 스태로이드는 안들어가서인지 맞아도 효과가 없었어요 ㅠㅠㅠㅠ여기선 풍선확장술을 엄청 권유하시더라고요???찾아보니 시술비가 엄청 비싸고 효과본 사람도있지만 그렇지않은사람도 있어서 고민하다 다른병원 진료를 하나 더 보기로합니다그리고 며칠 전서울 ㅇㅅㅂㅇ ㅈㅅㅇ교수님 진료를 봤어요Mri보시더니 수술은 mri 사진으로만 판단하진 않는다며수술은 안하는게 좋긴하다고 하시더라고요 ㅠㅠ(이때 진짜 극심한 통증으로 미칠것같이 힘든상황이었어요 ㅠㅠ 정형외과 처방약 먹어도 통증이 심해 출퇴근 버스에서 안절부절못하던 ㅠㅠ)까치발서봐라뒷꿈지로 서봐라침대에 누워서 발가락 당겨봐라엄지발가락만 당겨봐라종아리 바깥쪽 신경 느낌 왼쪽과 비교했을때 점수 몇 점 정도냐등등 진료는 꼼꼼하게 봐주셨고통증 쎈 약으로 2주 먹어보고 그뒤에도 계속 아프면내증상에 맞는 선생님으로 바꿔줄테니 진료보라고 하셨어요ㅇㅅㅂㅇ ㅅㅎㄱ 교수님인데젊은사람에게 토스하는건가 싶은 생각도들었고교수님 이력보니 요추가 있길래 일단 약먹고 버티며 15일 진료보자!!! 하는데 ㅠㅠ 새로처방 받은약 먹어도 통증이 ㅠㅜ2주를 어떻게 참을까 싶고 수술할꺼면 그냥 빨리 해야겠다 하는 생각에 ㅎㅇㄷ 신경외과 가야되나 싶고 마음이 복잡해요,2023.09.03. 12:15,민팅이
